x1,x2,x3,x4,x5,x6,x7,m
0.826,0.771,-6.469,0.0385,0.0289,0.0361,0.856,d
0.344,0.919,-3.363,0.0608,0.103,0.117,0.265,e
0.966,0.563,-5.764,0.0618,0.00202,0.105,0.363,d
0.723,0.816,-4.486,0.0759,0.00763,0.126,0.235,e
0.806,0.439,-8.917,0.068,0.0625,0.098,0.489,b
0.89,0.716,-9.673,0.296,0.174,0.0657,0.656,a
0.575,0.67,-10.39,0.0318,0.343,0.129,0.74,f
0.375,0.973,-10.098,0.128,0.0134,0.0947,0.218,f
0.635,0.539,-9.129,0.0273,0.43,0.0808,0.223,f
0.633,0.912,-3.462,0.237,0.254,0.39,0.693,c
0.676,0.56,-6.024,0.0643,0.0112,0.137,0.551,a
0.87,0.92,-2.858,0.0538,0.00819,0.083,0.852,d
0.749,0.614,-10.594,0.0264,0.0372,0.0603,0.878,f
0.721,0.62,-10.766,0.0662,0.042,0.0407,0.699,d
0.767,0.551,-6.541,0.0829,0.0392,0.118,0.196,a
0.794,0.627,-9.431,0.36,0.234,0.35,0.518,a
0.631,0.661,-8.39,0.0534,0.666,0.11,0.0393,e
0.593,0.726,-7.215,0.0289,0.432,0.349,0.727,d
0.375,0.897,-7.551,0.0484,0.0479,0.0612,0.712,f
0.556,0.312,-10.521,0.107,0.559,0.659,0.378,d
0.655,0.722,-4.726,0.048,0.556,0.133,0.298,e
0.615,0.726,-7.128,0.0321,0.456,0.104,0.53,b
0.654,0.886,-5.29,0.0416,0.00689,0.136,0.626,b
0.582,0.913,-6.517,0.0387,0.0288,0.331,0.715,b
0.782,0.685,-6.237,0.0309,0.166,0.16,0.603,e
0.652,0.4,-11.284,0.447,0.339,0.105,0.556,e
0.434,0.924,-3.379,0.0411,0.0064,0.342,0.497,f
0.518,0.914,-4.853,0.0425,7.73e-5,0.609,0.154,e
0.711,0.727,-3.15,0.162,0.168,0.296,0.465,b
0.37,0.87,-2.09,0.271,0.0415,0.604,0.331,a
0.558,0.559,-9.222,0.0959,0.371,0.109,0.62,d
0.694,0.748,-3.969,0.0401,0.0191,0.0557,0.665,c
0.32,0.295,-11.263,0.052,0.691,0.129,0.171,b
0.622,0.953,-4.409,0.0387,0.00324,0.367,0.666,d
0.777,0.72,-6.162,0.0803,0.778,0.069,0.96,c
0.935,0.781,-5.795,0.197,0.0158,0.164,0.918,a
0.744,0.804,-6.327,0.0677,0.0231,0.0494,0.426,c
0.622,0.736,-9.229,0.0292,0.422,0.0829,0.723,f
0.672,0.678,-6.759,0.145,0.0981,0.185,0.309,b
0.721,0.856,-3.617,0.142,0.00795,0.0552,0.885,c
0.732,0.627,-5.693,0.161,0.346,0.261,0.332,a
0.677,0.848,-5.224,0.276,0.0394,0.142,0.679,a
0.714,0.899,-5.379,0.154,0.0279,0.251,0.934,e
0.764,0.32,-7.209,0.0546,0.837,0.0822,0.575,b
0.658,0.659,-5.937,0.0513,0.211,0.13,0.91,d
0.831,0.784,-5.349,0.0482,0.0526,0.129,0.692,e
0.607,0.536,-6.735,0.0927,0.113,0.0812,0.461,b
0.619,0.767,-5.926,0.0358,0.0155,0.12,0.247,b
0.828,0.609,-4.402,0.0694,0.0916,0.291,0.707,a
0.557,0.723,-4.894,0.0292,0.00923,0.163,0.237,e
0.578,0.814,-7.856,0.0458,0.388,0.252,0.771,f
0.748,0.808,-5.943,0.0619,0.0366,0.11,0.553,c
0.791,0.541,-7.14,0.054,0.123,0.121,0.433,b
0.892,0.559,-6.388,0.0813,0.0636,0.0872,0.438,a
0.776,0.82,-11.561,0.0563,0.461,0.0752,0.108,c
0.826,0.817,-4.081,0.0921,0.00502,0.294,0.168,b
0.69,0.881,-4.552,0.0372,2.87e-4,0.322,0.294,e
0.685,0.912,-3.411,0.0687,0.0538,0.392,0.511,c
0.765,0.906,-2.097,0.0965,0.125,0.423,0.95,c
0.536,0.782,-4.139,0.0485,0.039,0.0691,0.405,a
0.634,0.837,-4.649,0.0453,0.00901,0.345,0.423,c
0.856,0.482,-8.99,0.0522,0.152,0.134,0.431,c
0.449,0.511,-5.995,0.0419,0.198,0.0759,0.221,b
0.493,0.689,-4.681,0.0324,0.0719,0.151,0.429,f
0.759,0.656,-5.918,0.146,0.348,0.151,0.587,a
0.487,0.729,-6.815,0.271,0.0538,0.44,0.217,e
0.728,0.775,-7.094,0.0999,0.00273,0.0535,0.801,a
0.505,0.579,-7.231,0.0324,0.576,0.0903,0.439,d
0.442,0.851,-5.038,0.0707,0.216,0.11,0.672,f
0.724,0.787,-4.104,0.0573,0.0519,0.0671,0.196,c
0.689,0.879,-4.03,0.0978,0.104,0.49,0.519,e
0.732,0.837,-3.329,0.0615,0.0178,0.178,0.883,b
0.638,0.656,-5.299,0.0611,0.143,0.094,0.271,b
0.747,0.705,-5.137,0.126,0.0128,0.126,0.56,d
0.773,0.709,-6.51,0.0801,0.0314,0.084,0.594,b
0.813,0.983,-5.515,0.153,0.00177,0.502,0.77,e
0.76,0.773,-5.314,0.0675,0.176,0.1,0.895,c
0.61,0.273,-8.607,0.0323,0.811,0.0841,0.141,c
0.892,0.362,-11.069,0.114,0.144,0.0851,0.717,a
0.601,0.794,-5.844,0.0671,0.00987,0.388,0.244,e
0.736,0.446,-9.437,0.0571,0.886,0.075,0.231,b
0.688,0.477,-6.681,0.036,0.594,0.115,0.257,d
0.633,0.842,-4.454,0.0334,0.0347,0.275,0.693,d
0.615,0.726,-7.128,0.0321,0.456,0.104,0.53,e
0.842,0.64,-8.258,0.245,0.332,0.0927,0.62,a
0.573,0.406,-8.788,0.0446,0.527,0.117,0.213,b
0.86,0.699,-6.415,0.0974,0.0827,0.26,0.871,c
0.659,0.689,-9.87,0.0322,0.412,0.384,0.835,c
0.742,0.468,-5.557,0.0625,0.0465,0.826,0.369,d
0.889,0.496,-6.365,0.0905,0.259,0.252,0.544,b
0.383,0.637,-6.993,0.0703,0.0722,0.368,0.0827,d
0.806,0.993,-5.737,0.054,0.00668,0.0877,0.608,c
0.7,0.71,-4.835,0.0532,0.327,0.129,0.582,c
0.694,0.758,-2.986,0.218,0.278,0.102,0.371,e
0.548,0.699,-10.701,0.0285,0.00313,0.0953,0.718,f
0.766,0.576,-5.614,0.0426,0.00404,0.0794,0.744,b
0.774,0.878,-6.996,0.0335,0.0142,0.0659,0.972,b
0.638,0.792,-5.694,0.0314,0.101,0.336,0.502,e
0.31,0.954,-4.56,0.288,0.00706,0.237,0.421,f
0.774,0.586,-10.434,0.301,0.0234,0.0562,0.642,a
0.744,0.804,-6.327,0.0677,0.0231,0.0494,0.426,c
0.33,0.707,-3.7,0.0766,0.083,0.0565,0.517,f
0.837,0.819,-5.245,0.211,5.07e-4,0.323,0.643,a
0.63,0.892,-3.793,0.0409,0.0337,0.608,0.92,b
0.908,0.621,-6.638,0.102,2.82e-4,0.0958,0.421,a
0.629,0.884,-4.984,0.0431,0.00232,0.359,0.455,e
0.59,0.756,-4.274,0.0592,0.00424,0.668,0.409,e
0.83,0.794,-6.279,0.432,0.0253,0.106,0.607,e
0.632,0.701,-5.921,0.146,0.0114,0.108,0.497,b
0.36,0.298,-12.117,0.0335,0.419,0.327,0.0923,f
0.699,0.436,-15.289,0.029,0.0823,0.302,0.66,f
0.578,0.534,-4.901,0.0348,0.0357,0.323,0.521,a
0.901,0.4,-8.575,0.126,0.051,0.0599,0.346,c
0.903,0.727,-3.983,0.423,0.4,0.157,0.795,a
0.189,0.723,-6.92,0.0347,5.38e-4,0.147,0.667,e
0.686,0.629,-6.485,0.0423,0.209,0.121,0.484,b
0.676,0.863,-5.437,0.0606,0.0136,0.515,0.411,e
0.628,0.69,-5.828,0.0511,0.446,0.112,0.662,c
0.667,0.746,-4.151,0.0711,0.499,0.316,0.962,c
0.561,0.903,-4.514,0.0963,0.0419,0.394,0.222,b
0.795,0.642,-4.089,0.0425,0.0266,0.0805,0.608,b
0.704,0.684,-8.535,0.131,0.0284,0.215,0.35,c
0.426,0.961,-4.365,0.07,0.013,0.0621,0.616,f
0.813,0.531,-14.546,0.0815,0.0156,0.0749,0.604,a
0.808,0.845,-7.809,0.0663,0.0043,0.0687,0.196,e
0.666,0.791,-8.449,0.0487,0.00208,0.107,0.608,e
0.548,0.94,-2.274,0.0472,1.06e-4,0.0696,0.783,f
0.764,0.718,-5.18,0.0703,0.00261,0.113,0.596,b
0.564,0.642,-8.109,0.0468,0.417,0.0622,0.843,c
0.619,0.563,-3.414,0.0865,0.29,0.128,0.25,a
0.781,0.768,-5.991,0.0394,0.0119,0.325,0.486,b
0.718,0.679,-5.899,0.0706,0.00191,0.385,0.205,a
0.643,0.816,-8.535,0.0476,0.0357,0.218,0.616,f
0.652,0.42,-11.728,0.034,0.0243,0.0953,0.366,a
0.897,0.631,-6.245,0.28,0.111,0.383,0.685,a
0.602,0.725,-5.678,0.284,0.00434,0.193,0.753,d
0.585,0.89,-2.873,0.257,1.55e-4,0.073,0.704,c
0.526,0.9,-4.76,0.0531,0.00914,0.277,0.458,f
0.464,0.473,-10.086,0.129,0.866,0.109,0.604,b
0.944,0.511,-10.96,0.161,0.042,0.0379,0.842,d
0.875,0.867,-3.754,0.259,0.0632,0.26,0.678,a
0.594,0.541,-7.446,0.028,0.515,0.0763,0.625,f
0.557,0.958,-4.63,0.0679,0.00115,0.0688,0.401,f
